drill_id,name,urgency,duration_min,fatigue_cost,install_by_day
5234,Run Fits 3234,1,12,7,2
5235,DB Footwork 3235,3,12,4,7
5236,Ball Security 3236,4,10,6,3
5237,Tackling Form 3237,3,10,10,6
5238,OL Zone Steps 3238,2,20,5,3
5239,Run Fits 3239,2,20,6,2
5240,Run Fits 3240,1,15,4,1
5241,Coverage Shells 3241,3,10,2,2
5242,Coverage Shells 3242,5,8,3,1
5243,RPO Reads 3243,1,12,1,7
5244,Red Zone Passing 3244,2,20,9,2
5245,Blitz Pickup 3245,3,10,1,5
5246,RPO Reads 3246,5,12,2,6
5247,Screen Defense 3247,3,12,10,1
5248,Red Zone Passing 3248,1,15,6,6
5249,Two-Minute Drill 3249,4,8,2,6
5250,Coverage Shells 3250,3,8,4,5
5251,DB Footwork 3251,3,18,7,5
5252,Ball Security 3252,5,12,9,3
5253,DB Footwork 3253,1,10,10,7
5254,Coverage Shells 3254,5,20,5,2
5255,Blitz Pickup 3255,3,10,10,6
5256,Special Teams Lane 3256,5,8,4,6
5257,Screen Defense 3257,3,15,3,3
5258,Pass Rush Moves 3258,1,10,7,4
5259,Two-Minute Drill 3259,4,8,7,6
5260,Tackling Form 3260,2,12,10,5
5261,DB Footwork 3261,2,15,10,4
5262,Coverage Shells 3262,3,8,1,2
5263,Red Zone Passing 3263,4,18,10,3
5264,OL Zone Steps 3264,5,10,3,5
5265,Tackling Form 3265,3,15,9,1
5266,DB Footwork 3266,4,8,3,1
5267,Special Teams Lane 3267,5,20,7,3
5268,Run Fits 3268,5,18,8,4
5269,Run Fits 3269,1,10,2,2
5270,Tackling Form 3270,1,18,4,2
5271,Screen Defense 3271,2,12,5,5
5272,OL Zone Steps 3272,2,18,6,3
5273,Screen Defense 3273,5,8,1,5
5274,Two-Minute Drill 3274,5,10,8,2
5275,Goal Line 3275,2,20,1,7
5276,Red Zone Passing 3276,2,10,8,5
5277,Special Teams Lane 3277,5,8,2,5
5278,RPO Reads 3278,1,18,4,1
5279,Pass Rush Moves 3279,4,10,5,1
5280,OL Zone Steps 3280,2,15,2,5
5281,Ball Security 3281,2,20,3,2
5282,Red Zone Passing 3282,5,18,7,3
5283,OL Zone Steps 3283,5,18,10,1
5284,Run Fits 3284,1,15,10,1
5285,RPO Reads 3285,3,12,9,7
5286,Screen Defense 3286,5,12,8,2
5287,Red Zone Passing 3287,1,20,7,4
5288,Red Zone Passing 3288,3,15,4,5
5289,Two-Minute Drill 3289,4,18,4,7
5290,OL Zone Steps 3290,3,20,7,1
5291,Ball Security 3291,3,10,1,2
5292,Two-Minute Drill 3292,3,20,1,7
5293,Red Zone Passing 3293,2,15,5,7
5294,Pass Rush Moves 3294,3,15,6,7
5295,OL Zone Steps 3295,1,10,2,5
5296,Ball Security 3296,1,18,4,4
5297,Goal Line 3297,3,12,1,7
5298,Blitz Pickup 3298,2,15,1,5
5299,Ball Security 3299,2,20,4,3
5300,Special Teams Lane 3300,2,10,8,5
5301,Blitz Pickup 3301,5,8,1,5
5302,DB Footwork 3302,1,15,2,4
5303,RPO Reads 3303,2,8,5,5
5304,Coverage Shells 3304,3,20,1,1
5305,Red Zone Passing 3305,4,15,5,4
5306,Tackling Form 3306,5,10,6,4
5307,OL Zone Steps 3307,4,18,10,7
5308,Blitz Pickup 3308,1,10,5,7
5309,OL Zone Steps 3309,1,15,4,5
5310,Coverage Shells 3310,5,10,6,1
5311,Coverage Shells 3311,1,15,10,3
5312,Blitz Pickup 3312,4,18,3,4
5313,Red Zone Passing 3313,1,18,4,1
5314,OL Zone Steps 3314,3,20,2,7
5315,Ball Security 3315,3,10,8,5
5316,Coverage Shells 3316,1,8,8,6
5317,Two-Minute Drill 3317,2,12,1,5
5318,Pass Rush Moves 3318,4,10,1,3
5319,Pass Rush Moves 3319,3,20,9,3
5320,Red Zone Passing 3320,4,15,9,5
5321,Tackling Form 3321,3,8,1,4
5322,Coverage Shells 3322,4,12,6,2
5323,Special Teams Lane 3323,3,10,1,1
5324,Tackling Form 3324,2,8,4,6
5325,Goal Line 3325,1,20,6,4
5326,Ball Security 3326,4,15,9,6
5327,Special Teams Lane 3327,5,8,9,7
5328,Ball Security 3328,1,20,5,1
5329,Tackling Form 3329,2,12,3,6
5330,Blitz Pickup 3330,4,18,1,6
5331,Two-Minute Drill 3331,4,10,8,7
5332,Special Teams Lane 3332,3,18,8,6
5333,Coverage Shells 3333,2,15,9,6
5334,Goal Line 3334,3,20,10,4
5335,Blitz Pickup 3335,2,8,4,7
5336,Red Zone Passing 3336,5,20,10,5
5337,OL Zone Steps 3337,5,20,1,2
5338,DB Footwork 3338,5,8,5,6
5339,Special Teams Lane 3339,5,20,2,3
5340,DB Footwork 3340,2,18,3,5
5341,DB Footwork 3341,3,8,4,4
5342,Special Teams Lane 3342,4,15,8,3
5343,Goal Line 3343,3,18,10,1
5344,Red Zone Passing 3344,5,12,1,3
5345,OL Zone Steps 3345,5,15,8,7
5346,Pass Rush Moves 3346,1,15,10,5
5347,Tackling Form 3347,2,8,2,5
5348,RPO Reads 3348,3,15,1,1
5349,Screen Defense 3349,1,12,8,7
5350,Pass Rush Moves 3350,1,8,6,4
5351,Two-Minute Drill 3351,4,12,6,6
5352,Run Fits 3352,5,12,10,3
5353,Two-Minute Drill 3353,5,18,2,1
5354,Two-Minute Drill 3354,3,20,1,4
5355,Ball Security 3355,2,10,6,1
5356,Goal Line 3356,5,18,9,6
5357,Two-Minute Drill 3357,5,15,5,7
5358,Ball Security 3358,1,8,7,2
5359,DB Footwork 3359,5,8,6,2
5360,Ball Security 3360,3,8,8,4
5361,Two-Minute Drill 3361,4,20,2,3
5362,Special Teams Lane 3362,5,15,8,4
5363,DB Footwork 3363,3,8,5,5
5364,Goal Line 3364,1,10,5,1
5365,Ball Security 3365,2,12,6,1
5366,Pass Rush Moves 3366,4,10,4,6
5367,Red Zone Passing 3367,1,18,1,5
5368,Coverage Shells 3368,1,10,1,5
5369,Red Zone Passing 3369,2,20,1,4
5370,DB Footwork 3370,1,12,6,1
5371,Tackling Form 3371,4,12,8,6
5372,Pass Rush Moves 3372,3,15,2,5
5373,OL Zone Steps 3373,2,10,8,6
5374,Special Teams Lane 3374,2,8,3,5
5375,Blitz Pickup 3375,4,12,8,7
5376,RPO Reads 3376,1,18,8,7
5377,Screen Defense 3377,3,20,8,5
5378,Special Teams Lane 3378,4,18,9,5
5379,OL Zone Steps 3379,1,15,1,1
5380,Run Fits 3380,1,18,4,3
5381,Goal Line 3381,2,10,2,5
5382,Two-Minute Drill 3382,5,15,4,3
5383,OL Zone Steps 3383,3,12,3,4
5384,Red Zone Passing 3384,3,15,1,2
5385,Tackling Form 3385,1,10,3,1
5386,Ball Security 3386,3,20,4,7
5387,Tackling Form 3387,4,10,2,7
5388,Coverage Shells 3388,5,10,1,7
5389,Pass Rush Moves 3389,5,8,10,1
5390,Special Teams Lane 3390,1,18,7,3
5391,Tackling Form 3391,3,10,5,5
5392,Blitz Pickup 3392,1,18,8,5
5393,RPO Reads 3393,2,18,1,3
5394,Coverage Shells 3394,3,12,3,3
5395,RPO Reads 3395,2,12,10,6
5396,Run Fits 3396,1,18,4,4
5397,Special Teams Lane 3397,5,18,4,3
5398,Coverage Shells 3398,5,18,9,7
5399,Run Fits 3399,4,18,6,6
5400,OL Zone Steps 3400,3,8,4,6
5401,Screen Defense 3401,4,12,10,7
5402,DB Footwork 3402,5,10,9,4
5403,Run Fits 3403,3,18,2,3
5404,Tackling Form 3404,4,8,3,6
5405,DB Footwork 3405,1,18,2,7
5406,Run Fits 3406,3,8,10,7
5407,Coverage Shells 3407,5,10,10,3
5408,Screen Defense 3408,5,20,9,4
5409,Blitz Pickup 3409,1,15,4,5
5410,Pass Rush Moves 3410,3,15,2,6
5411,Pass Rush Moves 3411,5,20,8,5
5412,Blitz Pickup 3412,4,10,4,3
5413,Run Fits 3413,3,10,10,4
5414,Run Fits 3414,4,12,6,4
5415,Goal Line 3415,1,18,6,1
5416,Red Zone Passing 3416,2,12,8,5
5417,Tackling Form 3417,1,18,1,1
5418,Tackling Form 3418,4,20,1,2
5419,Red Zone Passing 3419,4,20,1,4
5420,Blitz Pickup 3420,4,12,3,1
5421,Pass Rush Moves 3421,4,15,8,6
5422,RPO Reads 3422,3,8,6,7
5423,OL Zone Steps 3423,4,18,2,6
5424,RPO Reads 3424,3,8,5,1
5425,Run Fits 3425,4,15,10,4
5426,Coverage Shells 3426,4,20,2,5
5427,Two-Minute Drill 3427,4,15,9,7
5428,Ball Security 3428,5,18,7,1
5429,Special Teams Lane 3429,5,15,2,3
5430,Two-Minute Drill 3430,3,20,5,6
5431,Run Fits 3431,5,15,3,6
5432,Run Fits 3432,2,18,1,5
5433,Pass Rush Moves 3433,1,8,8,2
5434,Pass Rush Moves 3434,4,18,2,3
5435,Red Zone Passing 3435,5,12,8,2
5436,Pass Rush Moves 3436,5,8,2,2
5437,Screen Defense 3437,2,8,2,6
5438,Screen Defense 3438,3,12,9,1
5439,Screen Defense 3439,3,12,1,7
5440,Pass Rush Moves 3440,1,10,9,3
5441,Special Teams Lane 3441,5,8,4,1
5442,Goal Line 3442,3,10,3,4
5443,Red Zone Passing 3443,2,18,5,3
5444,Special Teams Lane 3444,5,20,6,3
5445,DB Footwork 3445,1,18,3,3
5446,DB Footwork 3446,5,15,8,7
5447,Blitz Pickup 3447,1,18,6,2
5448,OL Zone Steps 3448,1,12,8,1
5449,DB Footwork 3449,4,20,3,3
5450,DB Footwork 3450,3,20,2,4
5451,Blitz Pickup 3451,3,12,6,6
5452,Red Zone Passing 3452,3,10,8,6
5453,Goal Line 3453,4,10,3,7
5454,Coverage Shells 3454,3,12,10,2
5455,Blitz Pickup 3455,2,20,4,5
5456,Run Fits 3456,4,8,10,7
5457,Screen Defense 3457,1,20,6,7
5458,Special Teams Lane 3458,5,10,7,6
5459,Goal Line 3459,3,8,7,6
5460,Ball Security 3460,2,12,6,6
5461,Run Fits 3461,5,20,6,5
5462,Two-Minute Drill 3462,2,18,5,3
5463,Blitz Pickup 3463,5,10,9,2
5464,Run Fits 3464,1,20,4,6
5465,DB Footwork 3465,4,20,9,6
5466,Ball Security 3466,5,8,8,5
5467,Coverage Shells 3467,2,20,3,2
5468,Pass Rush Moves 3468,5,15,3,7
5469,DB Footwork 3469,2,18,9,2
5470,Red Zone Passing 3470,4,18,2,7
5471,Red Zone Passing 3471,5,12,1,5
5472,Ball Security 3472,3,15,4,6
5473,Ball Security 3473,3,12,6,4
5474,Goal Line 3474,2,12,1,1
5475,Goal Line 3475,3,18,9,2
5476,Special Teams Lane 3476,3,15,5,6
5477,Tackling Form 3477,4,10,6,7
5478,Tackling Form 3478,5,12,8,5
5479,Blitz Pickup 3479,2,15,4,3
5480,Tackling Form 3480,1,18,2,7
5481,DB Footwork 3481,5,8,5,1
5482,Red Zone Passing 3482,1,8,7,5
5483,Pass Rush Moves 3483,3,10,8,4
5484,DB Footwork 3484,3,20,1,7
5485,Coverage Shells 3485,5,10,3,4
5486,Red Zone Passing 3486,2,18,8,1
5487,Ball Security 3487,2,20,3,2
5488,Screen Defense 3488,5,18,5,4
5489,Coverage Shells 3489,4,8,3,3
5490,Blitz Pickup 3490,3,8,3,4
5491,Run Fits 3491,2,18,9,1
5492,Ball Security 3492,2,8,3,5
5493,OL Zone Steps 3493,2,20,1,4
5494,Pass Rush Moves 3494,5,20,5,2
5495,Ball Security 3495,1,10,10,3
5496,Pass Rush Moves 3496,1,20,1,7
5497,Pass Rush Moves 3497,2,18,1,5
5498,Screen Defense 3498,3,15,6,2
5499,OL Zone Steps 3499,2,12,6,6
5500,OL Zone Steps 3500,1,18,2,6
5501,DB Footwork 3501,3,15,3,5
5502,RPO Reads 3502,3,18,4,3
5503,Two-Minute Drill 3503,1,12,7,5
5504,Red Zone Passing 3504,3,8,4,4
5505,DB Footwork 3505,5,12,9,4
5506,Pass Rush Moves 3506,5,12,8,5
5507,OL Zone Steps 3507,1,10,7,4
5508,Pass Rush Moves 3508,3,10,10,5
5509,Two-Minute Drill 3509,5,10,5,7
5510,Tackling Form 3510,4,18,10,4
5511,Red Zone Passing 3511,5,15,6,7
5512,Special Teams Lane 3512,3,20,10,7
5513,Pass Rush Moves 3513,2,8,10,5
5514,Run Fits 3514,1,20,4,2
5515,Ball Security 3515,1,15,1,3
5516,Run Fits 3516,4,15,5,3
5517,Run Fits 3517,5,18,3,2
5518,Pass Rush Moves 3518,4,15,8,2
5519,Run Fits 3519,5,15,6,2
5520,DB Footwork 3520,3,12,5,4
5521,Blitz Pickup 3521,3,10,8,4
5522,Ball Security 3522,1,18,1,3
5523,Goal Line 3523,2,12,1,6
5524,Coverage Shells 3524,4,18,1,7
5525,Coverage Shells 3525,2,8,3,1
5526,Blitz Pickup 3526,2,15,4,3
5527,Goal Line 3527,3,15,4,6
5528,Ball Security 3528,2,8,3,3
5529,Two-Minute Drill 3529,5,12,4,2
5530,DB Footwork 3530,2,18,6,4
5531,OL Zone Steps 3531,3,12,3,6
5532,Red Zone Passing 3532,1,15,4,7
5533,Special Teams Lane 3533,3,12,2,4
5534,OL Zone Steps 3534,1,10,3,7
5535,Screen Defense 3535,3,12,10,3
5536,DB Footwork 3536,1,10,9,2
5537,Special Teams Lane 3537,2,10,2,7
5538,Coverage Shells 3538,4,8,8,5
5539,OL Zone Steps 3539,1,8,3,5
5540,DB Footwork 3540,2,15,4,1
5541,Coverage Shells 3541,5,10,2,6
5542,Pass Rush Moves 3542,5,20,9,5
5543,Screen Defense 3543,4,15,7,4
5544,Coverage Shells 3544,5,15,5,3
5545,Coverage Shells 3545,2,8,6,4
5546,Pass Rush Moves 3546,3,18,7,4
5547,Red Zone Passing 3547,4,20,8,3
5548,DB Footwork 3548,5,15,7,4
5549,Coverage Shells 3549,4,18,7,6
5550,Red Zone Passing 3550,4,15,1,3
5551,Red Zone Passing 3551,1,8,6,2
5552,Ball Security 3552,4,18,7,3
5553,Two-Minute Drill 3553,1,12,3,6
5554,Red Zone Passing 3554,1,20,6,1
5555,Screen Defense 3555,5,20,6,2
5556,RPO Reads 3556,5,10,5,5
5557,Run Fits 3557,5,20,7,2
5558,RPO Reads 3558,4,20,2,4
5559,Two-Minute Drill 3559,2,12,3,6
5560,Screen Defense 3560,3,12,10,1
5561,Special Teams Lane 3561,1,10,4,2
5562,Blitz Pickup 3562,1,15,9,7
5563,DB Footwork 3563,4,15,8,5
5564,DB Footwork 3564,4,10,4,3
5565,Red Zone Passing 3565,5,18,7,2
5566,RPO Reads 3566,4,12,4,2
5567,Two-Minute Drill 3567,1,18,3,3
5568,Ball Security 3568,2,18,9,2
5569,DB Footwork 3569,3,12,6,4
5570,Goal Line 3570,1,20,3,3
5571,OL Zone Steps 3571,4,12,5,4
5572,Two-Minute Drill 3572,1,20,9,3
5573,Special Teams Lane 3573,1,8,3,1
5574,Blitz Pickup 3574,5,12,8,6
5575,Special Teams Lane 3575,5,8,2,2
5576,RPO Reads 3576,5,10,9,7
5577,OL Zone Steps 3577,5,8,8,7
5578,Two-Minute Drill 3578,3,12,7,2
5579,Blitz Pickup 3579,4,18,10,6
5580,Special Teams Lane 3580,5,20,1,2
5581,Goal Line 3581,2,18,1,7
5582,Coverage Shells 3582,5,12,6,7
5583,Tackling Form 3583,1,8,4,6
5584,Goal Line 3584,2,10,8,2
5585,Run Fits 3585,2,8,2,6
5586,Red Zone Passing 3586,4,12,5,5
5587,Run Fits 3587,2,18,1,3
5588,Ball Security 3588,2,18,3,7
5589,Tackling Form 3589,3,15,2,2
5590,DB Footwork 3590,2,12,7,7
5591,Red Zone Passing 3591,2,8,6,7
5592,Ball Security 3592,2,10,7,6
5593,Special Teams Lane 3593,4,12,10,1
5594,DB Footwork 3594,3,8,9,2
5595,OL Zone Steps 3595,1,8,10,7
5596,Goal Line 3596,2,12,9,2
5597,Screen Defense 3597,4,10,9,3
5598,Coverage Shells 3598,2,15,5,2
5599,Blitz Pickup 3599,4,8,4,4
5600,Coverage Shells 3600,3,10,1,1
5601,RPO Reads 3601,1,12,2,1
5602,Coverage Shells 3602,4,12,5,1
5603,Screen Defense 3603,2,10,4,4
5604,Blitz Pickup 3604,5,15,10,6
5605,Two-Minute Drill 3605,1,20,10,4
5606,Coverage Shells 3606,5,15,3,3
5607,Two-Minute Drill 3607,4,8,5,6
5608,Ball Security 3608,2,18,6,7
5609,Two-Minute Drill 3609,3,8,5,2
5610,Special Teams Lane 3610,4,12,1,2
5611,Goal Line 3611,5,8,5,4
5612,Red Zone Passing 3612,4,18,7,6
5613,Ball Security 3613,1,20,7,5
5614,RPO Reads 3614,5,12,1,5
5615,Ball Security 3615,3,20,5,5
5616,Screen Defense 3616,5,15,2,2
5617,Screen Defense 3617,3,12,10,6
5618,Pass Rush Moves 3618,1,12,10,5
5619,OL Zone Steps 3619,3,12,8,7
5620,Pass Rush Moves 3620,2,12,7,5
5621,Tackling Form 3621,1,15,10,4
5622,DB Footwork 3622,2,12,2,2
5623,OL Zone Steps 3623,1,18,2,6
5624,Ball Security 3624,2,15,10,4
5625,Goal Line 3625,4,8,10,5
5626,DB Footwork 3626,1,8,1,4
5627,OL Zone Steps 3627,4,15,9,2
5628,Ball Security 3628,1,10,4,3
5629,Two-Minute Drill 3629,2,8,3,5
5630,Ball Security 3630,2,18,9,3
5631,Special Teams Lane 3631,1,20,5,4
5632,Goal Line 3632,1,8,7,1
5633,Screen Defense 3633,2,8,9,2
5634,Two-Minute Drill 3634,4,18,10,1
5635,Run Fits 3635,3,15,9,3
5636,Special Teams Lane 3636,4,8,1,1
5637,Tackling Form 3637,4,10,6,3
5638,Run Fits 3638,4,15,2,5
5639,DB Footwork 3639,3,8,6,3
5640,RPO Reads 3640,5,15,3,6
5641,Blitz Pickup 3641,4,15,10,2
5642,DB Footwork 3642,1,20,1,4
5643,Blitz Pickup 3643,1,20,10,7
5644,Two-Minute Drill 3644,2,15,5,6
5645,OL Zone Steps 3645,3,18,3,1
5646,OL Zone Steps 3646,1,20,8,5
5647,Special Teams Lane 3647,5,8,4,7
5648,Ball Security 3648,4,20,7,2
5649,Two-Minute Drill 3649,5,10,3,7
5650,Blitz Pickup 3650,2,20,4,5
5651,Pass Rush Moves 3651,2,20,3,1
5652,Special Teams Lane 3652,5,15,6,7
5653,Red Zone Passing 3653,1,20,7,7
5654,OL Zone Steps 3654,2,20,5,5
5655,OL Zone Steps 3655,3,12,2,3
5656,OL Zone Steps 3656,5,15,6,1
5657,Blitz Pickup 3657,2,18,6,7
5658,Two-Minute Drill 3658,2,20,10,7
5659,Blitz Pickup 3659,1,12,10,5
5660,DB Footwork 3660,5,20,3,2
5661,DB Footwork 3661,4,12,4,1
5662,Ball Security 3662,1,18,5,3
5663,OL Zone Steps 3663,4,10,8,2
5664,Ball Security 3664,2,20,1,7
5665,Pass Rush Moves 3665,2,18,5,2
5666,Tackling Form 3666,3,20,1,5
5667,Red Zone Passing 3667,3,15,9,6
5668,Red Zone Passing 3668,3,10,5,3
5669,Two-Minute Drill 3669,2,15,1,5
5670,Pass Rush Moves 3670,3,18,3,6
5671,Pass Rush Moves 3671,1,12,3,6
5672,Blitz Pickup 3672,5,20,10,3
5673,Two-Minute Drill 3673,4,20,9,4
5674,OL Zone Steps 3674,3,20,7,2
5675,Ball Security 3675,5,8,8,1
5676,Blitz Pickup 3676,4,15,9,6
5677,Goal Line 3677,4,10,6,7
5678,Special Teams Lane 3678,1,8,7,6
5679,Screen Defense 3679,1,8,5,2
5680,Pass Rush Moves 3680,1,20,10,2
5681,Goal Line 3681,3,15,5,3
5682,Screen Defense 3682,3,10,7,7
5683,OL Zone Steps 3683,2,10,4,3
5684,Run Fits 3684,2,20,10,4
5685,Pass Rush Moves 3685,1,8,1,7
5686,Special Teams Lane 3686,2,15,7,1
5687,Screen Defense 3687,3,20,5,6
5688,DB Footwork 3688,1,15,1,1
5689,Screen Defense 3689,2,8,6,3
5690,Screen Defense 3690,4,20,2,6
5691,Special Teams Lane 3691,1,20,10,7
5692,Tackling Form 3692,4,18,6,6
5693,RPO Reads 3693,1,10,7,3
5694,Blitz Pickup 3694,1,18,9,3
5695,RPO Reads 3695,1,15,1,1
5696,Red Zone Passing 3696,5,20,8,2
5697,Tackling Form 3697,4,20,1,5
5698,Ball Security 3698,5,15,10,2
5699,Red Zone Passing 3699,5,12,7,5
5700,Two-Minute Drill 3700,5,12,2,2
5701,Tackling Form 3701,4,8,4,7
5702,Goal Line 3702,3,8,7,7
5703,Blitz Pickup 3703,1,8,5,1
5704,Pass Rush Moves 3704,3,8,9,6
5705,Run Fits 3705,5,10,1,3
5706,Two-Minute Drill 3706,3,12,5,2
5707,RPO Reads 3707,5,20,4,5
5708,Coverage Shells 3708,4,20,10,5
5709,Blitz Pickup 3709,2,12,9,7
5710,Blitz Pickup 3710,3,8,10,4
5711,RPO Reads 3711,4,10,6,5
5712,DB Footwork 3712,1,15,7,3
5713,RPO Reads 3713,3,8,9,7
5714,DB Footwork 3714,1,20,1,6
5715,OL Zone Steps 3715,2,10,9,7
5716,RPO Reads 3716,1,12,1,7
5717,Red Zone Passing 3717,2,8,8,2
5718,Special Teams Lane 3718,3,18,6,2
5719,OL Zone Steps 3719,4,8,9,7
5720,Goal Line 3720,2,12,1,1
5721,Pass Rush Moves 3721,5,20,4,7
5722,Screen Defense 3722,1,12,8,6
5723,Blitz Pickup 3723,5,18,6,6
5724,Ball Security 3724,5,20,7,5
5725,OL Zone Steps 3725,3,10,10,1
5726,Two-Minute Drill 3726,3,8,5,4
5727,Goal Line 3727,2,12,8,1
5728,RPO Reads 3728,3,15,4,5
5729,Screen Defense 3729,1,20,6,5
5730,Ball Security 3730,2,10,7,2
5731,Screen Defense 3731,4,12,2,3
5732,Red Zone Passing 3732,1,18,8,6
5733,Coverage Shells 3733,3,12,2,7
5734,Coverage Shells 3734,4,10,1,4
5735,Screen Defense 3735,5,20,2,5
5736,Special Teams Lane 3736,4,10,1,3
5737,Blitz Pickup 3737,4,20,6,3
5738,Special Teams Lane 3738,2,15,8,5
5739,DB Footwork 3739,3,18,2,3
5740,OL Zone Steps 3740,4,12,6,6
5741,Ball Security 3741,4,12,5,7
5742,RPO Reads 3742,5,10,3,5
5743,DB Footwork 3743,5,20,6,7
5744,Goal Line 3744,3,12,5,4
5745,Goal Line 3745,1,12,4,3
5746,Blitz Pickup 3746,5,12,1,1
5747,Two-Minute Drill 3747,1,20,4,6
5748,Screen Defense 3748,3,15,7,3
5749,Two-Minute Drill 3749,4,20,5,4
5750,Run Fits 3750,2,10,4,6
5751,Goal Line 3751,5,15,8,7
5752,OL Zone Steps 3752,1,10,6,5
5753,Coverage Shells 3753,3,20,6,1
5754,OL Zone Steps 3754,3,18,9,6
5755,Special Teams Lane 3755,5,20,2,5
5756,Red Zone Passing 3756,1,20,6,1
5757,Coverage Shells 3757,2,10,10,3
5758,Ball Security 3758,5,8,10,5
5759,Red Zone Passing 3759,2,15,4,6
5760,Special Teams Lane 3760,4,12,1,2
5761,Screen Defense 3761,1,18,9,6
5762,Ball Security 3762,4,18,8,7
5763,OL Zone Steps 3763,1,8,6,4
5764,Coverage Shells 3764,5,12,1,3
5765,Goal Line 3765,3,12,2,1
5766,Screen Defense 3766,3,10,1,5
5767,Screen Defense 3767,2,20,1,6
5768,Tackling Form 3768,1,15,7,4
5769,Ball Security 3769,1,8,6,2
5770,Special Teams Lane 3770,4,20,6,6
5771,Special Teams Lane 3771,5,10,7,4
5772,Coverage Shells 3772,4,8,4,5
5773,DB Footwork 3773,5,15,2,1
5774,Coverage Shells 3774,5,18,5,1
5775,Pass Rush Moves 3775,1,12,5,2
5776,Tackling Form 3776,4,20,6,5
5777,Screen Defense 3777,3,8,3,5
5778,Red Zone Passing 3778,2,20,5,6
5779,Run Fits 3779,4,15,2,6
5780,Ball Security 3780,3,15,8,2
5781,Goal Line 3781,2,10,2,1
5782,Ball Security 3782,5,8,3,5
5783,Red Zone Passing 3783,3,20,9,2
5784,Run Fits 3784,5,8,7,2
5785,Two-Minute Drill 3785,2,20,6,4
5786,Pass Rush Moves 3786,3,12,4,6
5787,DB Footwork 3787,2,12,6,2
5788,Ball Security 3788,3,20,3,6
5789,Red Zone Passing 3789,4,12,2,2
5790,Pass Rush Moves 3790,1,15,10,2
5791,Two-Minute Drill 3791,1,8,9,5
5792,DB Footwork 3792,2,10,7,3
5793,Tackling Form 3793,3,8,6,3
5794,Goal Line 3794,4,8,8,7
5795,Pass Rush Moves 3795,3,15,1,4
5796,Two-Minute Drill 3796,2,12,7,6
5797,Special Teams Lane 3797,3,15,5,7
5798,Coverage Shells 3798,5,15,4,6
5799,Tackling Form 3799,1,12,7,4
5800,Screen Defense 3800,3,15,9,7
5801,Two-Minute Drill 3801,1,20,8,6
5802,Tackling Form 3802,4,18,7,6
5803,Tackling Form 3803,1,12,2,5
5804,Pass Rush Moves 3804,3,20,3,2
5805,Two-Minute Drill 3805,2,18,2,5
5806,Ball Security 3806,1,12,6,6
5807,Special Teams Lane 3807,2,12,6,1
5808,Two-Minute Drill 3808,3,15,5,7
5809,Pass Rush Moves 3809,1,10,8,3
5810,Coverage Shells 3810,1,18,9,5
5811,Pass Rush Moves 3811,2,8,8,1
5812,Tackling Form 3812,4,10,7,6
5813,Ball Security 3813,5,18,3,6
5814,Two-Minute Drill 3814,5,20,7,4
5815,Two-Minute Drill 3815,4,10,4,4
5816,RPO Reads 3816,1,15,7,7
5817,Coverage Shells 3817,5,15,7,1
5818,OL Zone Steps 3818,4,8,10,7
5819,Special Teams Lane 3819,5,15,8,5
5820,DB Footwork 3820,2,20,5,6
5821,Tackling Form 3821,3,20,5,1
5822,Ball Security 3822,4,15,10,5
5823,RPO Reads 3823,2,18,9,5
5824,Two-Minute Drill 3824,5,15,5,6
5825,Special Teams Lane 3825,2,8,6,1
5826,RPO Reads 3826,1,12,7,4
5827,OL Zone Steps 3827,4,8,8,2
5828,Ball Security 3828,4,18,8,5
5829,Pass Rush Moves 3829,3,20,10,4
5830,OL Zone Steps 3830,3,15,10,2
5831,Ball Security 3831,5,18,4,5
5832,Two-Minute Drill 3832,3,12,8,7
5833,OL Zone Steps 3833,4,18,5,3
5834,Run Fits 3834,2,12,3,1
5835,Ball Security 3835,1,8,3,5
5836,OL Zone Steps 3836,5,18,1,4
5837,Screen Defense 3837,1,10,3,3
5838,Ball Security 3838,1,15,6,5
5839,OL Zone Steps 3839,3,12,8,5
5840,OL Zone Steps 3840,2,8,1,3
5841,Screen Defense 3841,1,20,4,3
5842,Special Teams Lane 3842,5,18,3,1
5843,Blitz Pickup 3843,4,10,4,3
5844,Coverage Shells 3844,5,10,2,7
5845,Blitz Pickup 3845,2,8,4,7
5846,DB Footwork 3846,5,12,4,1
5847,Two-Minute Drill 3847,2,8,9,3
5848,RPO Reads 3848,2,10,5,4
5849,Blitz Pickup 3849,4,8,9,2
5850,Special Teams Lane 3850,3,20,9,3
5851,Two-Minute Drill 3851,3,15,2,7
5852,DB Footwork 3852,4,10,8,4
5853,Blitz Pickup 3853,1,10,10,7
5854,Red Zone Passing 3854,5,15,10,3
5855,Two-Minute Drill 3855,1,10,4,7
5856,Pass Rush Moves 3856,2,12,7,5
5857,Special Teams Lane 3857,2,15,4,5
5858,Special Teams Lane 3858,1,20,9,7
5859,Coverage Shells 3859,5,8,6,1
5860,OL Zone Steps 3860,2,8,10,7
5861,Coverage Shells 3861,3,8,1,5
5862,Goal Line 3862,4,15,10,1
5863,OL Zone Steps 3863,3,15,6,4
5864,RPO Reads 3864,3,18,5,5
5865,Special Teams Lane 3865,3,15,5,6
5866,Tackling Form 3866,2,20,2,7
5867,OL Zone Steps 3867,3,12,2,3
5868,Blitz Pickup 3868,3,8,9,3
